Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,Harm Score,Divestment (Y/N),Annual Revenues (Mn) - original,Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,description,Thumbnails,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other ,Tags
Ident Solutions,Y,UT,,2015,,Lance Clark,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,https://ident.solutions/,https://ident.solutions/industry-solutions,,,,https://www.majorcitieschiefs.com/sponsors.php,
IdentiSys,Y,MN,75,1999,,Mike Shields II,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,$28.0,$28.00,2018,,,,,,http://www.identisys.com,See Linstar,,,PrivCo (www.privco.com),,
IDN-H. Hoffman,Y,MI,190,,,Mike Groover,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,$30.0,$30.00,2018,,,,,,https://www.idn-inc.com/,TDCJ Spending,,,PrivCo (www.privco.com),,
IFE GROUP (dba IFE Marketing Group),Y,CA,,2000,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,http://www.ifemarketing.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,,,,,
"iFish Group, The ",Y,CA,,2008,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,https://www.ifishgroup.com/,California Spending Data - 2018,,,,,
Igus,Y,Germany,,1964,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.igus.com/,http://ajaproductserviceresource.com/,,,,,
iHeartMedia (formerly Clear Channel Communications),Y,TX,18700,1972,,Robert Pittman,,,IHRTQ,Tier 1b - Publicly Traded - Other,Other,Other,,,,,7,,"$3,683.5","$3,683.50",2018,,,Filed for bankruptcy in 2018,,,https://www.iheartmedia.com/,FL DOC Spending,,,FactSet,https://www.cnbc.com/2018/03/15/iheartmedia-files-for-bankruptcy.html,
IK Investment,Y,United Kingdom,70,1989,,Christopher Masek,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,8,,,,,,,,,,http://www.ikinvest.com/,See Unifiller Systems,,,,http://www.ikinvest.com/investments/All-Investments/linxis-group/,
Illinois Tool Works,Y,IL,50000,1912,,Ernest Scott Santi,,,ITW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,9,,"$14,109.0","$14,109.00",2019,,,,,,http://www.itw.com/,See ITW Food Equipment Group,,,FactSet,http://www.itw.com/business-segments/food-equipment/,
Imager Software (dba ISC Cloud Computing Services),Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,http://www.goisc.com/,FL DOC Spending,,,,,
ImageSoft,Y,MI,120,1996,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,$25.0,$25.00,2018,,,,,,http://www.imagesoftinc.com/,http://www.imagesoftinc.com/courts.html,,,PrivCo (www.privco.com),,
ImageTrend,Y,MN,190,1998,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,$22.0,$22.00,2018,,,,,,https://www.imagetrend.com,https://www.correctionsone.com/company-directory/?filter=U&skip=1,,,PrivCo (www.privco.com),,
Immigration Centers of America,Y,VA,250,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,Immigration Detention Operator,,,checked,checked,,,$41.0,$41.00,2018,checked,"$1,450.0",,,,http://www.ica-farmville.com/welcome.html,See website,See website,Adult private facility operator,PrivCo (www.privco.com),,
Immixgroup,Y,VA,,1997,2015,,,Arrow Electronics,ARW,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,9,,,,,,,,,,https://www.immixgroup.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,https://washingtontechnology.com/articles/2015/03/31/arrow-immix-complete.aspx,
Impact Design (dba Allcustomwear),Y,KS,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,,,,,,,,,,,https://www.alignable.com/kansas-city-mo/allcustomwear,https://435bd23a-f4be-41cf-aa06-68751a4fd6ce.usrfiles.com/ugd/435bd2_32bc2006882b43af919b81b575a9de79.pdf,,https://www.nationalcia.org/statistical-reports,,,
Impact Publications,Y,VA,,1982,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,,,,,,,http://www.impactpublications.com/,http://ajaproductserviceresource.com/,,,,,
Imperial Dade (formerly Imperiald Bag & Paper),Y,NJ,1880,1935,2016,Robert Tillis,Audax Group,,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,9,,$936.0,$936.00,2017,,,Renamed with acquisition of Dade Paper and Imperial Bag & Paper in 2017,,,https://www.dadepaper.com/,FL DOC Spending,,,PrivCo (www.privco.com),https://peprofessional.com/2018/02/audaxs-imperial-dade-keeps-growing/,
Imperial Fastner,Y,FL,,1967,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.imperialfastener.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,,,
Imperial Textile,Y,NY,,1998,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.imperialtextile.com/,http://ajaproductserviceresource.com/,,,,,
Impres Technology Solutions,Y,CA,45,2001,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$130.7,$130.70,2018,,,,,,https://www.imprestechnology.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
In-Custody Transportation,Y,CA,,2008,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,,checked,,,,,https://www.incustodytransportation.com/,See website,,,,,
Independence House,Y,CO,,1988,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Substance Abuse Treatment,,,,,,,,,,checked,,,,,http://www.ind-house.com/,See website,,,,,
Independent Forensics,Y,IL,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,http://www.ifi-test.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,,,
Independent Hardware,Y,PA,,1970,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.independenthardware.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003761-T.pdf,,,,,
Independent Health Services,Y,AL,,1999,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,,,,,,,,,,,,,,,http://ihspharmacy.com/,See website,,,,,
Independent Technologies (dba Wintel),Y,NE,170,1985,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,$49.0,$49.00,2018,,,,,,http://www.independenttech.com/,NYS DOCCS Securus Contract,,,PrivCo (www.privco.com),,
Indev,Y,PA,150,2013,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$11.3,$11.30,2018,,,,,,http://www.indev.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Indiana Chair Frame,Y,IN,,1984,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,,,,https://www.nationalcia.org/corporate-members,,,
Indratech,Y,MI,,2003,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,,,,,,,,,,,http://www.indratech.com/,NYS DOCCS Spending,,See corrections source,,,
Industrial Energy Systems,Y,OH,,1983,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,https://www.iesroof.com/,OH DRC Spending,,,,,
Industrial Plumbing Supply,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.industrialplumbingsupply.com/,California Spending Data - 2018,,,,,
Industrial Shredders,Y,OH,,1854,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,http://www.industrialshredders.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,,,
Industrial Solutions,Y,OH,30,1988,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,http://www.industrialsolutionsinc.com/,TDCJ Spending,,See corrections source,,,
Industrial Waste & Salvage,Y,CA,,1971,,,,Caglia Environmental,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://www.cagliaenvironmental.com/iws.html,California Spending Data - 2018,,,,,
Industrial Wielding & Tool Co,Y,OK,,1996,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004212-T.pdf,,,,,
Infax,Y,GA,,1970,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,https://www.infax.com/,See website,,,,,
Infinite Energy,Y,FL,270,1994,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Utility/Energy,,,,,,,$460.0,$460.00,2018,,,,,,https://www.infiniteenergy.com/,FL DOC Spending,,,PrivCo (www.privco.com),,
Infinity Networks,Y,LA,,1992,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,$0.7,$0.70,2017,checked,,,,,http://www.infinitynetworks.biz/,See website,,,https://www.prisonpolicy.org/phones/financials/2017/infinity_networks_inc._al_2017_annual_financial_statements-inmate.pdf,,
Information Builders,Y,NY,1200,1975,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,$288.0,$288.00,2018,,,,,,https://www.informationbuilders.com/,https://www.informationbuilders.com/products/industry/government,,,PrivCo (www.privco.com),https://www.majorcitieschiefs.com/sponsors.php,
Informer Systems,Y,CA,,2002,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Management Systems,,,,,,,,,,,,,,,http://informersystems.com/,http://informersystems.com/solutions/,,,,,
InGenesis,Y,TX,1700,1998,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,checked,,,,$190.0,$190.00,2018,,,,,,https://www.ingenesis.com/,OH DRC Spending,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Ingersoll Rand,Y,Ireland,46000,2009,,Michael Lamach,,,IR,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,8,,"$2,451.9","$2,451.90",2019,,,,,,https://company.ingersollrand.com/,See Trane,,,FactSet,,
INID Smart Identification Solutions,Y,Netherlands,,2009,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,,,,,,,http://www.inid-readers.com/,http://ajaproductserviceresource.com/,,,,,
Ink2Work,Y,VA,,,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,,,,,,checked,,,,,https://www.ink2work.com/,See website,,https://www.nationalcia.org/corporate-members,,,
Inland Construction and Engineering,Y,FL,,1994,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,,,,,,,http://www.icecontractor.com/,FBOP Spending,,,,,
Inmate Call Services,Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,,,,checked,,,,,https://inmatecallsavings.com/,See website,,,,,
Inmate Calling Solutions (ICSolutions),Y,CA,110,2002,2010,,HIG Capital,TKC Holdings,,Tier 2 - Investment Firm-Owned,Telecom,Prison Communications,,,checked,,12,checked,$154.7,$154.70,2017,checked,,Acquired by Centric Group/Keefe Group in 2010 and then by HIG in 2016 as part of Centric Group (required FCC approval),,,https://www.icsolutions.com/,See website,https://ica-farmville.com/?page_id=210,,https://www.prisonpolicy.org/phones/financials/2017/ics_incstmt-2017.pdf,https://docs.fcc.gov/public/attachments/DOC-356836A1.pdf,
Inmate Canteen,Y,,,,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Money Transfers,,,,,,,,,,checked,,,,,https://www.inmatecanteen.com/Signup/signup.aspx,See website,,,,,
Inmate Direct,Y,FL,,,,,,Millicorp,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,,,,checked,,Product brand,,,https://www.inmatedirect.com/,See website,,,,,
Inmate Financial Services of LA,Y,LA,,,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Money Transfers,,,,,,,,,,checked,,,,,https://inmatefinancial.com/,See website,,,,,
Inmate Services Corp,Y,AR,,2011,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,,checked,,,,,http://inmate-services.com/,See website,,,,,
InMedRx,Y,NC,,,,,,Care Services LLC,,Tier 4 - Small Privately-Owned,Healthcare,Pharmacy,,,,,,,,,,checked,,,,,https://inmedrx.com/,http://inmedrx.com/who-we-help/institutional-pharmacies/,,,,,
Innertainment Delivery Systems,Y,TN,,2009,2017,,American Securities,Global Tel Link (GTL),,Tier 2 - Investment Firm-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,checked,,8,,,,,checked,,Acquired by GTL in 2017,,,https://www.ids615.com/,See website,,,,http://www.prnewswire.com/news-releases/gtl-acquires-leading-provider-of-inmate-education-systems-in-us-300412515.html,
Innovative Business Software,Y,Denmark,,1982,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,,,,,,,,,https://www.innovative.dk/,https://www.innovative.dk/en/solutions/industries/police/,,,,https://www.linkedin.com/company/innovative-business-software-a-s/,
Innovative Foodservice Group (Formerly Beltram Food Service Group),Y,FL,150,1973,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$101.1,$101.10,2018,,,,,,https://www.innovativefoodservicegroup.com,http://www.dc.state.fl.us/business/contracts/,,,PrivCo (www.privco.com),,
Innovative Management & Technology Approaches (IMTAS),Y,WV,60,1994,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,$9.5,$9.50,2018,,,,,,http://imts.com/,http://www.ijis.org/?page=Member_List,,,PrivCo (www.privco.com),,
Innovative Management Concepts,Y,VA,150,1989,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,$25.0,$25.00,2018,,,,,,http://www.imcva.com/,http://www.ijis.org/?page=Member_List,,,PrivCo (www.privco.com),,
Innovative Monitoring Systems,Y,IA,,,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,Electronic Monitoring,,,,,,,,,,,,,,,http://innovativemonitoringsystems.com/,See website,,,,,
Innoviss ,Y,MD,100,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,$19.0,$19.00,2018,,,,,,http://www.innoviss.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Inpatient Medicine Associates,Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,,,,,,,,https://facts.fldfs.com/Search/ContractDetail.aspx?AgencyId=700000&ContractId=S3078&Tab=1,,,,,
InRule Technology,Y,IL,35,2002,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,Corrections Data Systems,,,,,,,$10.3,$10.30,2018,,,,,,http://www.inrule.com/,See SmartWatt,,,PrivCo (www.privco.com),,
Inserso Corporation,Y,VA,285,1994,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$41.0,$41.00,2018,,,,,,https://www.inserso.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Insight Enterprises,Y,AZ,,1988,,Kenneth T. Lamneck,,,NSIT,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,"$7,731.2","$7,731.20",2019,,,,,,https://www.insight.com/,https://www.insight.com/en_US/solve/vertical/state-local-government/public-safety.html,,,FactSet,,
Insight Technology,Y,NH,1100,1988,2010,,,L3 Technologies,LLL-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,Equipment,Security Technology,checked,,14,checked,$290.0,$290.00,2010,checked,,Acquired by L3 Technologies in 2010,,,http://www.insighttechnology.com/,See website,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,https://www.businesswire.com/news/home/20100219005163/en/L-3-Agrees-Acquire-Insight-Technology-Expands-Electro-Optical,,
Insinger Machine,Y,PA,,1935,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,http://insingermachine.com/,http://insingermachine.com/about/,,,,,
Institute for Credible Leadership Development,Y,,,2009,,,,,,Tier 4 - Small Privately-Owned,Personnel,Staff Training,,,,,,,,,,,,,,,https://www.leicld.com/,See website,,,,,
Intapol Industries,Y,NJ,,1959,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.intapol.com/,https://www.intapol.com/police-security/,,,,,
IntegenX,Y,CA,,2003,2018,,,Thermo Fisher Scientific,TMO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,11,checked,,,,checked,,Acquired by Thermo Fisher Scientific in 2018,,,https://integenx.com/,See website,,,,https://www.prnewswire.com/news-releases/thermo-fisher-scientific-acquires-integenx-provider-of-leading-rapid-dna-technology-for-human-identification-300615538.html,
Integral Consulting Services,Y,MD,230,,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$44.0,$44.00,2018,,,,,,https://www.e2zintegral.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Integrated Engineering,Y,Netherlands,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,,http://ajaproductserviceresource.com/,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=13649600,
Integrated Facility Systems,Y,FL,,1998,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://ifsbi.com/,FL DOC Spending,,,,,
Integrated Finance And Accounting Solutions ,Y,VA,90,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,$11.0,$11.00,2018,,,,,,https://ifas-llc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
